"","PRJNA701395:dmso:0ug_mL:PA14","PRJNA701395:lomefloxacin:0.3ug_mL:PA14","PRJNA701395:novobiocin:213ug_mL:PA14"
"PA14_42760",-0.0296,-1.9143,7.7787
"PA14_42770",-0.7123,5.778,6.6909
"PA14_42780",-0.1858,-8.6039,-7.9261
"PA14_42790",-0.2496,-1.8734,0.1666
"PA14_42820",0.0383,0.2978,13.3291
"PA14_42830",-0.6812,3.1236,2.0869
"PA14_42840",-1.1495,-3.1884,10.0751
"PA14_42850",0.7141,-4.2066,-5.3783
"PA14_42860",-0.8166,-1.2374,-0.4295
"PA14_42870",0.0372,-0.3135,-3.6614
"PA14_42880",0.0025,3.2786,-2.0459
"PA14_42890",2.1001,19.4096,-15.8187
"PA14_42900",-0.1535,2.1045,-2.9033
"PA14_42910",1.0966,5.4126,-8.1508
"PA14_42920",-0.4418,1.874,-5.5835
"PA14_42940",-0.1154,1.2438,-2.95
"PA14_42950",0.1842,1.6892,-3.4653
"PA14_42960",1.5331,17.4757,-16.8298
"PA14_42970",-2.5776,24.4913,-23.5391
"PA14_42980",-1.2095,5.8731,-8.3136
"PA14_42990",-0.2531,3.9334,-5.6565
"PA14_43000",-0.997,7.1416,-4.6774
"PA14_43020",0.2377,2.8907,-5.6601
"PA14_43030",0.1252,7.3502,-5.2837
"PA14_43040",0.0043,2.0339,-1.9446
"PA14_43050",0.1244,-0.2101,-7.2296
"PA14_43070",0.0101,0.6127,-1.541
"PA14_43080",0.9032,11.2603,2.3538
"PA14_43090",0.4213,0.3706,-1.1055
"PA14_43100",0.3393,-8.2931,-12.594
"PA14_43110",-1.5164,-6.233,1.7775
"PA14_43130",-0.2545,0.867,7.3232
"PA14_43140",-0.0544,0.9475,0.4906
"PA14_43150",-0.1159,0.4442,0.9146
"PA14_43160",-0.7561,-6.9968,14.2453
"PA14_43170",-1.8582,-3.5264,-8.8285
"PA14_43180",0.1402,-0.1315,-3.5885
"PA14_43190",0.0567,-0.7458,-2.5209
"PA14_43200",-0.3843,-4.1161,-5.5767
"PA14_43220",-0.2453,-3.2812,-10.7193
"PA14_43230",0.2124,-1.4345,0.516
"PA14_43240",-1.7756,-1.1154,28.7272
"PA14_43250",-0.0819,-3.133,-3.6317
"PA14_43270",-0.2295,-3.1433,2.4333
"PA14_43280",0.431,-3.8098,3.4102
"PA14_43290",-0.922,-3.7017,-10.1719
"PA14_43300",1.2186,-4.5141,-9.485
"PA14_43310",0.5116,7.3138,1.0414
"PA14_43320",-3.4782,-22.8892,-43.9867
"PA14_43340",-0.1788,-5.3204,-5.7679
"PA14_43350",-0.1406,-5.0589,-7.6257
"PA14_43370",-0.4551,-1.7983,-0.8146
"PA14_43380",0.1778,-7.3725,-5.9567
"PA14_43400",-0.1361,-0.1559,-0.7538
"PA14_43405",60.7683,-113.9926,-65.4008
"PA14_43420",-55.4792,-368.5202,-500
"PA14_43430",-0.8054,0.7694,1.6411
"PA14_43440",-0.0041,-0.3074,-0.3565
"PA14_43460",-0.1192,-0.9332,-6e-04
"PA14_43480",0.0806,-1.1779,-1.2973
"PA14_43490",5.0036,2.6378,-6.552
"PA14_43510",0.378,-0.4322,-1.8967
"PA14_43520",-2.4549,-31.8259,-38.6947
"PA14_43530",-0.0314,-1.6395,-1.9504
"PA14_43540",-2.4426,-8.5969,3.6161
"PA14_43550",0.0185,-2.429,0.2124
"PA14_43570",-3.8418,-0.9858,0.0289
"PA14_43580",-16.0064,-418.6075,-283.73
"PA14_43600",0.717,-14.9046,-5.4254
"PA14_43610",-2.1594,1.5966,19.7941
"PA14_43620",1.2658,-11.8357,41.6156
"PA14_43630",-0.7992,1.0148,5.5181
"PA14_43640",3.6666,8.0714,171.4553
"PA14_43650",0.1499,0.4185,18.062
"PA14_43660",2.3023,-22.8874,20.5704
"PA14_43670",0.3889,-1.6168,1.5196
"PA14_43680",-17.272,-101.1997,112.2135
"PA14_43690",25.4257,-460.5748,371.902
"PA14_43710",-2.0969,-3.9518,-9.6218
"PA14_43720",0.0288,-1.2989,-2.5314
"PA14_43730",-0.4188,3.3782,-4.8435
"PA14_43740",0.392,0.1913,-5.1358
"PA14_43760",-0.207,-0.1682,-2.734
"PA14_43770",-0.0099,-0.3899,-0.1336
"PA14_43780",0.8048,-1.5378,-0.4534
"PA14_43790",0.1625,-5.0026,-16.0987
"PA14_43810",0.0974,-0.901,-2.8052
"PA14_43820",0.2626,0.5699,-3.6758
"PA14_43830",-0.0434,-1.7681,-4.0097
"PA14_43840",-3.8022,64.8765,66.9695
"PA14_43850",-1.5784,24.124,25.0618
"PA14_43870",-1.3249,-0.1298,-17.7946
"PA14_43880",0.1816,-1.4967,-5.0038
"PA14_43890",-0.1516,-0.3758,-2.9444
"PA14_43900",-0.2705,0.6832,-0.7137
"PA14_43910",-3.7761,-5.0027,-6.7694
"PA14_43920",0.9142,2.8658,-3.2696
"PA14_43940",-3.3636,-4.1793,42.1985
"PA14_43950",-0.353,-2.4801,9.1907
"PA14_43970",-1.0116,-2.7847,19.9482
"PA14_44000",-0.1234,-1.9069,7.2125
"PA14_44010",-0.0243,-1.3291,8.3913
"PA14_44020",0.5941,-12.811,35.7459
"PA14_44030",-0.3078,-0.4947,10.7041
"PA14_44050",0.1317,0.3221,5.7133
"PA14_44060",-14.0422,38.7999,247.1487
"PA14_44070",-0.0456,-3.3588,6.1561
"PA14_44080",-0.5047,-5.8515,-5.239
"PA14_44090",0.055,-0.4982,-0.3637
"PA14_44100",0.0648,-9.0946,-12.423
"PA14_44110",0.0614,0.4711,2.0903
"PA14_44120",-0.5658,-17.0516,-32.239
"PA14_44130",0.982,-41.2294,-92.5648
"PA14_44140",-0.1681,-0.5412,2.1267
"PA14_44150",-1.2791,-5.7438,-3.2226
"PA14_44160",0.0978,-3.2742,-2.9444
"PA14_44170",-4.4007,-2.1328,-5.0145
"PA14_44180",0.4109,8.578,8.1261
"PA14_44190",-0.4663,-1.3005,0.1039
"PA14_44200",0.1181,-0.2884,-0.0564
"PA14_44210",0.4609,-5.3842,-8.1758
"PA14_44230",0.2653,-0.4167,-1.3218
"PA14_44240",-1.3939,-5.4769,7.482
"PA14_44260",-1.4243,-2.2812,1.1405
"PA14_44270",0.0931,-7.3494,6.6774
"PA14_44280",1.1006,-5.2992,-1.129
"PA14_44290",-0.8073,-3.7571,-3.8494
"PA14_44300",-7.1891,10.8451,-2.6236
"PA14_44311",3.7684,-20.8003,-30.9916
"PA14_44320",-0.3699,1.8744,-0.8687
"PA14_44340",-0.55,0.1593,-0.493
"PA14_44350",-3.9414,4.3512,2.9531
"PA14_44360",-0.1561,0.643,0.934
"PA14_44370",1.2134,-5.9095,3.9681
"PA14_44380",4.9631,-18.2667,6.685
"PA14_44390",-0.2331,-1.7026,0.9719
"PA14_44400",0.5042,-4.787,2.8671
"PA14_44420",0.0267,-0.5235,0.4799
"PA14_44430",-0.629,-2.1242,8.1169
"PA14_44440",0.5618,-2.3152,4.2782
"PA14_44450",-0.6401,0.9896,1.781
"PA14_44460",3.9672,0.0212,13.602
"PA14_44470",-0.5289,-1.0569,-2.2241
"PA14_44480",-0.0812,1.0917,-6.3019
"PA14_44490",-0.6224,-1.9758,-5.1766
"PA14_44500",0.0232,-2.9469,-6.4082
"PA14_44510",0.7348,-0.9831,-2.5332
"PA14_44520",0.9337,-12.5073,-8.0195
"PA14_44530",-0.405,0.9533,-5.3958
"PA14_44540",1.6606,-1.0071,-1.3809
"PA14_44560",0.1458,1.7941,-10.7208
"PA14_44570",0.9349,-1.9415,-3.1296
"PA14_44580",-7.5843,-46.9058,-121.8759
"PA14_44590",-0.5349,2.7218,-4.1947
"PA14_44610",-0.0012,-5.3913,-10.9066
"PA14_44620",7e-04,-0.2818,-0.4988
"PA14_44630",-0.0072,-2.0084,-12.2205
"PA14_44640",0.5466,-3.7073,-13.7486
"PA14_44650",0.1414,-1.6605,0.0266
"PA14_44660",-0.9133,-12.9934,0.3151
"PA14_44670",-0.015,-0.8006,-0.0393
"PA14_44680",7.9117,-37.3527,55.8076
"PA14_44690",0.5309,-2.1992,5.4012
"PA14_44700",-0.4827,-2.8963,-1.2169
"PA14_44710",-1.9504,-8.2962,-2.5522
"PA14_44740",-0.1729,-1.9561,-4.2881
"PA14_44760",-1.3232,-3.788,1.9061
"PA14_44770",29.0437,-229.2751,-9.9501
"PA14_44780",-1.0672,-1.5427,5.5358
"PA14_44800",-0.0677,-0.9283,0.2145
"PA14_44820",0.2064,3.088,17.2064
"PA14_44830",0.2353,-1.1677,3.1042
"PA14_44840",0.0439,-0.928,0.236
"PA14_44850",0.6016,-5.4451,-1.7515
"PA14_44860",0.0393,-1.042,-0.618
"PA14_44880",44.8509,-235.7761,-91.3848
"PA14_44890",-0.1639,22.148,11.5937
"PA14_44900",2.5915,13.1794,1.7438
"PA14_44910",-0.073,2.6349,-7.0794
"PA14_44920",0.9762,-4.7455,-6.2351
"PA14_44930",0.1827,-1.8265,-5.3226
"PA14_44950",-0.1417,-0.6988,-0.7596
"PA14_44960",-1.5882,-2.98,3.2327
"PA14_44970",-0.0365,0.6866,1.0546
"PA14_44980",-0.3885,0.5501,1.4425
"PA14_44990",-41.3501,135.781,-250.3259
"PA14_45000",-0.2008,-1.1127,0.2374
"PA14_45010",0.542,-0.6481,-44.3731
"PA14_45020",0.1802,-0.4597,-0.3692
"PA14_45030",0.3971,0.4884,0.2418
"PA14_45050",-5.2709,-5.5563,-12.1724
"PA14_45060",-1.7645,5.4451,9.9904
"PA14_45070",4.1148,-20.882,-39.2404
"PA14_45090",-2.7501,1.7683,-17.2064
"PA14_45100",-0.3184,7.3044,-4.2606
"PA14_45110",0.0105,-0.6598,-5.0579
"PA14_45120",0.2076,1.4434,-3.24
"PA14_45130",0.4989,-0.9101,-2.8722
"PA14_45150",-1.6549,3.3237,7.7
"PA14_45170",0.3871,0.5745,0.5227
"PA14_45180",-1.532,-13.9109,-3.9325
"PA14_45190",-0.0099,-0.8123,-1.0252
"PA14_45210",-0.4088,-3.0668,-5.971
"PA14_45240",0.1749,-2.8393,-6.2347
"PA14_45250",-0.5572,-0.0586,-10.3884
"PA14_45260",-0.7647,42.8332,336.3591
"PA14_45280",-4.7697,-44.3473,210.7714
"PA14_45290",-1.5432,-17.9233,28.3222
"PA14_45300",0.6334,-14.0641,32.9227
"PA14_45310",0.0272,-0.8774,4.043
"PA14_45330",0.7971,-3.4285,27.6152
"PA14_45340",0.3686,-3.0408,6.8903
"PA14_45350",-1.3121,-3.2314,27.6517
"PA14_45370",-0.8994,-11.5304,32.2145
"PA14_45380",0.9011,0.9345,10.0234
"PA14_45400",-0.3884,-6.2986,-10.4937
"PA14_45410",-0.379,-3.2705,-4.1846
"PA14_45430",0.5498,-2.2822,-4.004
"PA14_45440",0.2924,1.7368,-6.4405
"PA14_45450",0.8558,7.2167,6.3563
"PA14_45460",0.8819,16.5976,6.5464
"PA14_45470",0.1522,15.0201,2.3698
"PA14_45480",-0.6027,-14.9137,-7.0075
"PA14_45500",0.0615,-3.9652,-1.2143
"PA14_45510",0.1013,-5.2951,-1.3338
"PA14_45520",-0.0095,-4.8336,-2.0289
"PA14_45540",0.3456,-8.4806,-6.4118
"PA14_45560",0.2666,-12.9364,-4.9009
"PA14_45580",-0.0024,-10.9419,-5.1334
"PA14_45590",-3.7421,-86.0365,-38.3409
"PA14_45610",-0.4485,-30.0424,-19.14
"PA14_45620",0.5122,-12.4782,-9.0113
"PA14_45630",-0.1315,-15.0636,-16.9828
"PA14_45640",0.0059,-3.5113,-3.9928
"PA14_45660",-26.9256,-5.3324,-308.86
"PA14_45680",0.1949,-1.9255,1.9569
"PA14_45700",0.1138,2.3256,1.0076
"PA14_45710",3.1209,-11.043,-30.952
"PA14_45720",0.1333,-9.1407,0.791
"PA14_45740",0.7182,-14.4675,2.9277
"PA14_45760",-0.2107,-2.5091,0.3017
"PA14_45770",0.4671,-4.5412,0.4072
"PA14_45780",-0.2534,-8.557,0.7595
"PA14_45790",-0.2958,-5.1248,1.6421
"PA14_45800",4.4988,-42.1265,11.2931
"PA14_45810",7.4997,-63.913,-9.4729
"PA14_45830",0.2004,-4.801,-1.0663
"PA14_45840",0.0561,-1.2239,3.4137
"PA14_45850",-0.1542,-0.3162,3.9029
"PA14_45870",8.1003,-54.5217,-29.7604
"PA14_45880",-0.4721,-4.0075,-3.1192
"PA14_45890",-0.0088,0.0556,-0.4941
"PA14_45910",-0.2503,-0.6353,-1.7934
"PA14_45920",-0.0144,0.0748,-0.507
"PA14_45930",-0.0583,-3.1161,-1.4965
"PA14_45940",108.6094,500,500
"PA14_45950",0.03,-2.2475,-3.3909
"PA14_45960",-0.3124,-4.0264,-11.0972
"PA14_45970",-0.5656,-0.6862,-0.5802
"PA14_45980",-0.0129,2.8452,2.1481
"PA14_46000",1.2266,2.4077,-2.6
"PA14_46010",0.6865,-1.4533,-1.6841
"PA14_46020",0.1457,-0.8701,1.2625
"PA14_46030",-0.0329,1.1329,0.1426
"PA14_46060",-0.0492,-1.2946,-2.9394
"PA14_46070",0.131,-2.1345,-1.1285
"PA14_46080",0.1164,-1.7878,0.944
"PA14_46100",-0.2345,-3.444,-1.2361
"PA14_46110",-0.0258,-3.7229,0.5602
"PA14_46120",-0.188,-5.9272,1.5309
"PA14_46140",-0.3598,-1.8984,-0.0112
"PA14_46150",-0.6563,-13.0838,-20.2603
"PA14_46160",-0.8862,-1.9134,-1.9843
"PA14_46170",-0.977,0.4764,4.156
"PA14_46180",0.1058,-0.3275,0.8188
"PA14_46200",-2.4424,-7.1703,-1.5642
"PA14_46220",14.5583,-85.7907,-72.6455
"PA14_46230",1.6486,-6.2728,-5.9601
"PA14_46240",0.0253,-1.3254,-3.0217
"PA14_46250",-0.1141,-0.7874,-1.7251
"PA14_46260",-1.6242,-31.7722,-48.3185
"PA14_46270",3.1758,6.3857,129.7536
"PA14_46280",0.6561,0.4387,-0.3625
"PA14_46290",0.533,13.8378,13.8533
"PA14_46300",-0.0476,-0.7078,-0.1591
"PA14_46310",0.351,-3.1373,-4.1145
"PA14_46320",-9.4084,-5.5569,-2.3251
"PA14_46330",0.0123,-1.3019,-5.965
"PA14_46340",1.2424,-4.325,-4.2545
"PA14_46360",0.0072,-0.4206,-2.7896
"PA14_46370",-0.0985,9.1992,-3.7769
"PA14_46380",-1.3292,12.0323,3.5212
"PA14_46390",1.0042,-1.0849,-3.2687
"PA14_46400",0.9297,-0.0952,1.3203
"PA14_46420",1.701,-7.2058,-14.1721
"PA14_46430",-2.4699,-1.3559,-34.3254
"PA14_46440",-0.3991,0.6656,-1.6577
"PA14_46450",-0.2156,-48.2335,-26.9541
"PA14_46460",-0.1148,-1.7757,-2.5653
"PA14_46470",-0.8182,3.9569,5.7619
"PA14_46480",-5.9944,4.7829,17.3514
"PA14_46490",12.52,-39.0998,80.8271
"PA14_46510",-0.8485,-13.9958,-35.1327
"PA14_46520",0.0459,-12.3344,-30.4372
"PA14_46530",0.0047,-8.7742,-20.6301
"PA14_46540",-0.7622,-13.4836,-31.9116
"PA14_46550",-0.0878,-7.7811,-15.5432
"PA14_46560",-0.1023,0.6761,-0.8733
"PA14_46570",-1.2286,11.1851,23.8245
"PA14_46580",-0.2221,8.476,14.6153
"PA14_46590",-2.0462,7.986,15.4926
"PA14_46600",0.2338,-0.0172,2.2509
"PA14_46610",-0.0039,-0.6196,9.1945
"PA14_46620",-1.8547,-7.4758,27.0228
"PA14_46630",-0.0713,0.1478,0.1873
"PA14_46640",-0.0116,0.41,0.6095
"PA14_46650",-0.8518,2.2383,2.3009
"PA14_46660",-0.0598,0.4793,-0.4749
"PA14_46670",-0.2037,0.5416,1.2164
"PA14_46680",0.8819,-1.2467,14.682
"PA14_46700",0.1196,0.3396,2.3192
"PA14_46710",2.7655,1.0947,11.44
"PA14_46720",0.0919,-1.8422,-2.0224
"PA14_46740",0.2046,-1.9545,-6.2338
"PA14_46750",-0.0791,-1.0466,-3.0063
"PA14_46760",-0.0676,-1.155,-2.4703
"PA14_46770",0.1698,-1.3595,-3.6255
"PA14_46780",0.6565,-11.5052,-14.1056
"PA14_46800",0.7339,1.8961,-0.9332
"PA14_46810",0.2892,-10.2116,-13.3338
"PA14_46820",0.1632,-2.4456,-4.2982
"PA14_46830",-0.2128,-0.1671,-4.0142
"PA14_46840",0.1326,-2.5317,-7.7082
"PA14_46850",-0.0581,1.6076,-0.1813
"PA14_46860",1.0898,-4.4751,-6.1446
"PA14_46880",-3.2966,-7.5213,-31.3467
"PA14_46890",-3.0475,-19.6215,-33.6916
"PA14_46900",0.3569,12.4052,19.2045
"PA14_46910",0.1178,-4.6018,-3.9194
"PA14_46920",-2.0403,-10.3988,-15.8035
"PA14_46930",0.4749,-6.8885,-6.4327
"PA14_46950",1.0575,-18.3131,-15.3997
"PA14_46960",0.8891,-9.8233,-7.4941
"PA14_46970",-0.4668,-8.3094,-4.3848
"PA14_46980",-18.8453,-235.8682,-134.5701
"PA14_46990",1.7856,-51.5477,-20.289
"PA14_47000",-0.0732,-0.8735,0.2712
"PA14_47010",-0.038,1.6227,5.697
"PA14_47030",1.988,25.028,60.9793
"PA14_47040",-1.9112,3.8443,-6.1653
"PA14_47060",-0.2287,1.184,-7.1939
"PA14_47070",0.3182,-0.3684,-2.9703
"PA14_47080",1.5028,-15.7355,-10.4828
"PA14_47090",-1.0338,-42.272,-88.8675
"PA14_47100",0.2327,-0.0934,2.3312
"PA14_47110",-9.1569,-14.6886,-42.2171
"PA14_47120",-0.0227,-0.6919,-2.8244
"PA14_47130",0.1327,-1.6503,-5.9126
"PA14_47140",-0.1224,-0.0479,-2.1588
"PA14_47150",1.4787,1.1678,-8.165
"PA14_47160",0.139,0.4742,-0.1686
"PA14_47180",-0.0432,1.0856,0.1284
"PA14_47190",1.231,0.2586,-5.5896
"PA14_47210",0.4459,5.1683,-0.6713
"PA14_47230",1.2624,-22.378,-69.065
"PA14_47240",0.4091,-0.8424,-2.7084
"PA14_47250",0.4312,-0.893,-1.6355
"PA14_47260",-0.4507,1.1757,0.3309
"PA14_47270",-0.1763,-0.3046,-0.3251
"PA14_47280",-0.1064,-0.5749,1.5264
"PA14_47300",-0.404,0.9715,6.8702
"PA14_47310",-0.0143,0.7286,2.4378
"PA14_47320",-0.3355,-15.2619,21.7086
"PA14_47330",0.6705,-2.0664,3.2963
"PA14_47340",0.4862,-2.5891,4.4186
"PA14_47350",-0.0252,-0.3452,4.3157
"PA14_47360",0.9008,-8.658,5.9706
"PA14_47370",-4.7688,-65.0989,11.5223
"PA14_47380",-3.8099,9.4039,9.9191
"PA14_47390",-0.8204,2.8053,2.4646
"PA14_47400",-4.4166,12.8214,11.4926
"PA14_47410",0.3398,-9.4262,9.9073
"PA14_47420",-0.311,-7.1586,10.4585
"PA14_47430",0.8432,-2.327,7.858
"PA14_47440",-0.519,0.7324,-3.5119
"PA14_47450",-0.5591,2.5602,7.6577
"PA14_47460",-0.1829,1.8288,4.8287
"PA14_47490",-1.6258,-5.378,0.0527
"PA14_47500",-0.1582,-4.2517,-1.6025
"PA14_47510",-0.0548,1.9618,-6.7275
"PA14_47520",0.1695,0.6555,1.609
"PA14_47530",-2.2985,-9.4347,6.0564
"PA14_47540",0.0608,-1.8116,-0.9535
"PA14_47550",-0.218,-2.4378,-3.0042
"PA14_47560",0.1897,0.3468,0.2835
"PA14_47580",0.0073,0.6493,-1.6733
"PA14_47600",0.3022,-12.8266,-29.0264
"PA14_47610",-0.5826,-22.6126,-24.281
"PA14_47640",-0.443,2.8375,0.782
"PA14_47650",-0.8074,-10.4983,9.6378
"PA14_47660",0.9596,-30.2547,19.3311
"PA14_47670",-5.5,-143.3994,134.8118
"PA14_47680",-6.0161,-37.0011,39.0819
"PA14_47690",5.8771,-49.9418,36.8715
"PA14_47720",-0.0209,-10.2393,2.495
"PA14_47730",0.5939,-3.1442,0.4182
"PA14_47750",-0.1213,-3.2412,0.5228
"PA14_47760",-0.2164,-7.379,2.3917
"PA14_47790",0.7168,-2.9159,1.2542
"PA14_47800",8.3715,-205.341,268.2688
"PA14_47810",0.2062,0.3892,4.2148
"PA14_47820",-0.3537,-2.3909,1.3887
"PA14_47840",1.5736,-4.3986,3.5724
"PA14_47850",0.0517,-0.115,1.0576
"PA14_47860",0.0045,0.375,0.2879
"PA14_47870",-3.329,5.9196,5.8111
"PA14_47880",-0.3407,8.6327,4.553
"PA14_47890",-0.3886,5.5586,5.3881
"PA14_47900",0.0996,0.7312,1.9935
"PA14_47910",-0.0235,-0.4168,-0.6819
"PA14_47920",-0.2319,0.6046,3.9204
"PA14_47930",-0.391,-0.7675,4.1958
"PA14_47940",-0.1691,-5.1732,-7.9664
"PA14_47950",0.0377,-4.8691,-1.4544
"PA14_47960",0.0466,-1.0761,1.1316
"PA14_47970",-1.5229,-6.9608,3.5813
"PA14_48000",0.4868,1.1817,1.2356
"PA14_48010",-0.8609,-0.4266,-2.2169
"PA14_48020",-0.2492,-0.0983,-0.3545
"PA14_48030",0.9523,-10.4309,-11.883
"PA14_48040",-0.169,-13.1984,-22.1616
"PA14_48060",-0.9981,-15.5279,-37.4299
"PA14_48090",-1.1555,-105.9424,-150.9555
"PA14_48100",-0.0859,-13.3358,-17.6293
"PA14_48115",3.3191,-128.7399,-188.3243
"PA14_48140",-0.104,-4.3743,-17.4717
"PA14_48150",0.4641,-1.4233,-0.7397
"PA14_48160",0.9089,-1.4679,-4.0941
"PA14_48170",5.5385,-8.3535,-14.5335
"PA14_48190",59.8811,-274.3206,8.8265
"PA14_48200",-0.6926,2.4209,-4.671
"PA14_48210",2.6894,-19.1193,-62.8232
"PA14_48230",1.3019,-0.3629,-8.39
"PA14_48240",-0.0074,0.309,-0.1354
"PA14_48280",-1.1373,5.6499,4.5968
"PA14_48300",-0.2268,-0.1634,-0.9412
"PA14_48310",-0.3756,-2.6469,-0.3402
"PA14_48320",2.5733,0.6612,-3.0912
"PA14_48330",-3.8301,3.1219,-25.1252
"PA14_48340",-0.1001,-2.6161,-4.4956
"PA14_48350",-2.0185,-4.285,-2.4734
"PA14_48380",-3.9398,-4.1457,1.782
"PA14_48390",0.1862,-0.873,0.5413
"PA14_48400",0.9249,8.6957,29.7807
"PA14_48410",0.0486,-0.051,-1.1238
"PA14_48420",-0.1616,-2.3554,-2.7647
"PA14_48440",4.3077,15.4888,43.2805
"PA14_48450",0.1093,-11.3216,-7.1163
"PA14_48460",0.3682,-6.0483,-14.8375
"PA14_48470",0.3811,2.7141,4.4572
"PA14_48490",0.1413,0.6301,-0.498
"PA14_48500",0.2613,3.466,2.4992
"PA14_48510",0.1817,1.3694,1.9323
"PA14_48520",-0.3427,-0.0894,-36.4336
"PA14_48530",-0.5576,-2.9588,-7.2349
"PA14_48540",-0.149,-2.0936,-4.0948
"PA14_48550",-6.6919,-28.3379,-63.0074
"PA14_48560",-0.6609,-4.6292,-11.7881
"PA14_48570",-0.2403,-1.8343,-6.2192
"PA14_48590",-0.1425,-1.3583,-5.5184
"PA14_48600",-0.0366,-1.0974,-4.263
"PA14_48610",0.0302,-1.7081,-5.5277
"PA14_48620",0.0849,-1.5443,-4.7634
"PA14_48630",-3.4731,-11.995,-60.4893
"PA14_48640",0.3021,-2.3581,-8.7214
"PA14_48650",-1.349,-9.5497,-22.2051
"PA14_48660",0.0656,-1.2273,0.1839
"PA14_48680",0.0569,-3.0734,-5.6717
"PA14_48700",0.041,-0.6045,-1.9535
"PA14_48710",0.7022,-0.6819,-2.9012
"PA14_48730",2.67,-38.4713,-61.0038
"PA14_48740",-0.1685,-2.8769,-8.2844
"PA14_48750",-0.516,0.739,-2.1753
"PA14_48760",-1.4839,-11.743,-7.0482
"PA14_48770",14.4047,-215.3439,-456.0809
"PA14_48780",-0.9564,-11.8802,-3.7892
"PA14_48790",0.0522,-4.3187,-1.3274
"PA14_48800",-0.9993,-0.9635,-3.5679
"PA14_48810",0.0053,-3.3113,-0.2933
"PA14_48830",-4.1439,-5.0949,-4.0808
"PA14_48840",-0.5494,-1.2722,3.2262
"PA14_48850",39.3475,-69.4643,136.3399
"PA14_48860",-0.8467,-7.7018,3.643
"PA14_48870",-0.6091,-1.812,3.6424
"PA14_48880",-2.9903,-7.2306,-10.0105
"PA14_48890",-0.0574,-1.3673,-2.3889
"PA14_48900",0.194,0.1121,-0.015
"PA14_48910",-0.5192,-0.1126,-0.1718
"PA14_48920",0.0966,-0.1649,-0.675
"PA14_48930",-0.0448,-0.5237,-1.2859
"PA14_48940",-1.7183,-0.0736,10.8424
"PA14_48950",-0.5066,0.1465,8.3668
"PA14_48960",-0.0575,-1.3676,-0.2631
"PA14_48970",2.7499,-0.5818,12.4626
"PA14_48980",-0.8401,-4.0749,5.053
"PA14_48990",0.0116,-0.2433,0.3267
"PA14_49000",-0.5497,-1.8467,-0.8062
"PA14_49010",-4.1713,4.3321,10.0707
"PA14_49020",-0.4617,-0.8065,2.3789
"PA14_49030",-0.0723,0.5811,9.1184
"PA14_49040",-0.4004,-0.9416,0.3759
"PA14_49050",-1.5908,-1.1246,-0.7131
"PA14_49060",0.928,-0.9352,-2.4751
"PA14_49070",-0.1342,-5.9899,-4.5247
"PA14_49080",-0.0909,0.3847,-2.2646
"PA14_49090",0.4306,0.69,-1.0924
"PA14_49100",-0.0036,-0.1628,-0.2633
"PA14_49110",-0.2326,5.1559,-0.4353
"PA14_49130",-0.6192,0.4219,-1.4762
"PA14_49150",-0.0473,0.0497,-0.672
"PA14_49160",-0.3383,-23.159,-17.5619
"PA14_49170",0.2407,-3.0208,6.7446
"PA14_49180",0.2894,-0.5963,2.9846
"PA14_49200",-0.0083,6.3009,12.255
"PA14_49210",0.9654,-25.7237,-83.5345
"PA14_49220",-0.595,-5.4869,-19.4556
"PA14_49230",-41.6205,-306.2955,-448.3782
"PA14_49250",0.3233,-6.9696,-12.9074
"PA14_49260",-0.3343,-5.813,-8.0307
"PA14_49270",0.1325,-5.009,-6.6189
"PA14_49280",-0.8658,0.9718,2.627
"PA14_49290",-0.0321,-0.0954,1.6243
"PA14_49300",0.6702,-1.3148,-15.9131
"PA14_49310",-13.532,-13.2581,-215.0765
"PA14_49320",0.227,-4.284,-9.8465
"PA14_49330",-1.7134,-31.5824,-63.3263
"PA14_49340",-0.3028,0.6351,2.6199
"PA14_49350",0.6363,6.9325,12.2316
"PA14_49360",0.0509,-1.7834,-3.6419
"PA14_49380",-0.0354,-4.2881,20.9505
"PA14_49390",0.3435,2.0076,21.5555
"PA14_49400",0.6353,-0.7109,0.3088
"PA14_49410",0.2489,-2.6331,-0.9767
"PA14_49420",-0.8586,-3.4895,20.3333
"PA14_49440",10.5149,19.648,181.9867
"PA14_49460",0.0268,1.2472,4.9053
"PA14_49470",-20.1346,-41.5682,500
"PA14_49480",2.8492,38.0647,1.5256
"PA14_49500",0.1733,3.8364,-2.6967
"PA14_49510",1.3312,55.4803,25.0008
"PA14_49520",0.0412,39.207,13.5261
"PA14_49530",1.1529,-0.8014,0.6152
"PA14_49540",0.1653,-5.3912,-6.2539
"PA14_49560",-0.1147,2.2187,-3.5488
"PA14_49570",-2.5822,12.6653,11.3043
"PA14_49580",0.2375,0.8071,-4.9221
"PA14_49590",0.2172,-2.1657,-6.9046
"PA14_49610",0.1158,0.1266,-1.3475
"PA14_49620",0.4088,-4.2478,-8.5319
"PA14_49630",0.0823,8.0988,1.0555
"PA14_49640",-0.0987,4.8961,10.6815
"PA14_49650",0.041,-2.9107,-8.0178
"PA14_49660",0.1874,0.7922,1.2042
"PA14_49680",-0.5866,0.1684,2.3107
"PA14_49690",5.6898,-6.873,-10.712
"PA14_49700",-0.4755,0.9868,-4.484
"PA14_49710",-0.0089,-1.2874,-1.0502
"PA14_49720",-0.825,1.4426,-0.0719
