"","PRJNA701395:dmso:0ug_mL:PA14","PRJNA701395:lomefloxacin:0.3ug_mL:PA14","PRJNA701395:novobiocin:213ug_mL:PA14"
"PA14_35690",-0.2705,-6.0397,-8.9207
"PA14_35700",-1.404,-0.2707,-2.5336
"PA14_35710",0.0709,-0.5106,-0.9457
"PA14_35720",0.2221,-0.3693,1.0455
"PA14_35730",0.5981,-12.4434,-18.567
"PA14_35740",0.3021,-9.778,-19.6577
"PA14_35750",-0.3763,-5.6238,-8.859
"PA14_35760",0.084,-0.5976,-10.3335
"PA14_35770",-1.4105,1.8716,-58.9439
"PA14_35780",-1.9465,17.0427,-44.637
"PA14_35790",-0.4119,4.4337,-17.7071
"PA14_35800",0.1482,-2.0078,2.0202
"PA14_35810",0.2783,-3.2492,0.9221
"PA14_35820",0.4572,-2.2844,0.9205
"PA14_35830",1.1175,1.3644,22.3238
"PA14_35840",0.1648,-4.8031,2.3963
"PA14_35850",0.0693,-10.5186,-5.6818
"PA14_35860",0.4915,-5.6513,-0.8718
"PA14_35880",0.3593,-3.4884,-5.4079
"PA14_35890",-0.4229,-43.0764,-17.5038
"PA14_35900",0.5833,-3.1949,-3.3453
"PA14_35920",-0.2165,-2.9405,-4.1739
"PA14_35930",0.1247,-2.2509,-1.0009
"PA14_35940",1.1394,-0.59,-0.5531
"PA14_35950",0.0434,-1.2433,-1.004
"PA14_35970",0.7568,-3.8449,-2.6565
"PA14_35980",0.0759,-1.4308,-2.7299
"PA14_35990",-0.0732,0.2426,-0.7343
"PA14_36000",-0.0924,-2.7735,-8.0433
"PA14_36010",-0.3868,0.4828,-0.4201
"PA14_36020",2.5686,-5.319,-27.2896
"PA14_36030",1.6319,-0.9433,-5.2806
"PA14_36050",-2.5276,-13.2465,-13.9118
"PA14_36060",0.0948,-5.3952,-3.4011
"PA14_36070",-0.2384,-2.3094,-3.5664
"PA14_36080",-0.2141,-5.1015,-7.1579
"PA14_36090",-0.7331,-7.0014,-9.5449
"PA14_36100",1.3503,-26.3217,-17.386
"PA14_36110",0.1486,-0.7042,-0.7838
"PA14_36120",55.0553,-86.1289,-307.2146
"PA14_36130",-0.1736,-2.9412,-9.1854
"PA14_36150",-1.2536,-4.224,-5.486
"PA14_36170",0.6622,-4.1971,-2.017
"PA14_36180",-0.6568,-0.6287,-0.8435
"PA14_36190",0.053,0.7699,-0.6035
"PA14_36200",-5.0037,60.978,37.8307
"PA14_36220",-0.0088,3.4072,4.038
"PA14_36230",-0.188,2.4613,2.0976
"PA14_36250",0.2214,-0.5525,-2.4914
"PA14_36260",-6.8804,-17.3118,-29.0593
"PA14_36270",1.261,-18.0217,-7.3625
"PA14_36280",0.2137,-0.8803,-0.2153
"PA14_36290",1.3951,-4.4886,7.8435
"PA14_36300",-0.204,0.1069,-2.3435
"PA14_36310",-0.3221,0.8137,-5.2627
"PA14_36320",0.3532,-0.2918,-8.4399
"PA14_36330",0.9458,-5.1732,-19.9811
"PA14_36345",0.7849,-4.8729,14.3162
"PA14_36350",0.0494,-1.3822,-3.8979
"PA14_36360",0.1023,-5.9222,-8.4404
"PA14_36370",0.116,1.0722,-1.6968
"PA14_36375",-0.0768,1.183,0.6468
"PA14_36390",-0.8235,-0.2182,-4.5894
"PA14_36400",0.5134,-2.725,-5.0521
"PA14_36410",0.5687,-1.4665,-4.7247
"PA14_36420",-0.1955,-0.4103,-4.9341
"PA14_36450",0.1389,0.5067,-2.6274
"PA14_36460",-0.1603,0.201,-2.9065
"PA14_36470",-0.1696,-3.0086,-5.1594
"PA14_36480",-0.0688,-0.8628,-0.8082
"PA14_36490",-0.0444,-0.5932,-1.814
"PA14_36500",-0.2189,-0.5261,-7.2125
"PA14_36520",-1.9406,1.6397,-35.1273
"PA14_36530",-0.7958,-0.6849,-5.5837
"PA14_36540",-0.6339,4.5013,-6.0259
"PA14_36550",-0.1552,1.2629,-1.9082
"PA14_36560",0.4187,-2.3668,-1.8469
"PA14_36570",3.6477,-7.6147,-20.5365
"PA14_36580",-0.4002,-0.6254,-3.6402
"PA14_36590",5.7681,-30.0243,-60.7499
"PA14_36605",-1.0461,-6.6843,-16.7181
"PA14_36620",0.3536,0.214,-3.8372
"PA14_36630",-2.1105,-20.4813,-45.458
"PA14_36650",-1.4069,-5.2042,-6.8223
"PA14_36660",4.1527,-23.7226,-38.9305
"PA14_36670",-0.358,-0.5192,-1.731
"PA14_36680",1.4722,-10.0547,-29.5998
"PA14_36690",0.7198,-4.1442,-9.0883
"PA14_36700",0.2733,-0.9356,-2.5945
"PA14_36710",-0.1519,-2.2204,-3.7478
"PA14_36730",1.2021,-11.051,-23.4016
"PA14_36740",0.3318,-0.7687,-2.6885
"PA14_36760",1.1309,-3.0829,-7.5343
"PA14_36770",-0.6603,-0.9945,-3.3309
"PA14_36780",-0.6827,-1.1942,-6.0193
"PA14_36790",-0.028,-0.4267,-2.457
"PA14_36810",-0.2371,0.5196,-1.7625
"PA14_36820",-2.979,0.7275,-30.8177
"PA14_36830",0.1872,3.1195,11.4184
"PA14_36840",1.9129,-5.4359,-20.4635
"PA14_36850",-0.0014,0.5824,-2.8235
"PA14_36860",-0.8178,-24.2527,-53.7085
"PA14_36870",-0.8893,-12.8733,-18.5898
"PA14_36880",-0.2202,-0.2245,-0.315
"PA14_36890",0.2344,-1.6186,-1.0107
"PA14_36900",0.1297,0.5932,0.2308
"PA14_36910",3.3417,-26.498,-60.5505
"PA14_36920",-0.2351,-3.8408,-8.7402
"PA14_36930",-0.5162,-2.5446,-2.6607
"PA14_36940",0.0864,-0.0498,-0.2652
"PA14_36960",0.434,0.32,-3.5834
"PA14_36980",0.1387,-0.2345,-3.3241
"PA14_36990",-0.0336,1.4409,-3.7304
"PA14_37000",-0.1123,-2.6778,-2.2859
"PA14_37010",-0.0206,0.5376,0.5545
"PA14_37030",2.9258,-3.2642,-8.1385
"PA14_37040",-0.1674,-2.0228,-0.8458
"PA14_37060",0.0864,-1.1042,-0.526
"PA14_37070",-1.1341,-4.4329,2.8318
"PA14_37080",-1.1383,-0.6079,-1.5163
"PA14_37090",0.0991,-1.4173,-3.5444
"PA14_37100",-1.3064,-2.5755,-3.0836
"PA14_37120",-0.1804,-3.1737,-1.6247
"PA14_37130",1.609,-16.3137,-9.5101
"PA14_37140",-1.0739,-2.3084,-3.5025
"PA14_37150",0.2795,-1.8293,-2.2649
"PA14_37170",0.2355,-4.4483,-8.2488
"PA14_37190",1.049,-6.4187,-11.764
"PA14_37200",-0.1115,-0.9474,-3.1923
"PA14_37210",-1.7242,1.0299,-1.8948
"PA14_37220",-0.0509,-10.9827,-14.2843
"PA14_37250",-0.0466,-0.7135,-0.0201
"PA14_37260",-0.0618,-0.4333,0.2978
"PA14_37270",0.7929,-5.7171,-3.8149
"PA14_37290",0.1971,-1.7404,-0.9186
"PA14_37310",-1.0762,0.01,-4.8759
"PA14_37320",-1.0558,-0.5135,1.3093
"PA14_37340",0.3419,-2.7852,-4.7321
"PA14_37350",2.2222,-48.7146,-82.9916
"PA14_37360",0.2407,-12.4964,-16.0537
"PA14_37370",0.0029,-1.6504,-1.928
"PA14_37380",-9.9967,-24.8701,-30.3693
"PA14_37400",-0.9765,-1.7456,-1.2037
"PA14_37410",0.0859,-2.9844,-3.2531
"PA14_37420",-0.2002,1.8721,-0.9902
"PA14_37430",-0.1443,0.6793,-1.9617
"PA14_37440",0.0787,2.5232,-1.8986
"PA14_37460",0.2571,3.3008,-0.137
"PA14_37470",2.8611,3.4301,-24.8118
"PA14_37490",-0.3706,6.888,-3.4835
"PA14_37510",-0.2872,4.4324,-0.6763
"PA14_37520",0.0959,1.1129,-3.3954
"PA14_37530",-0.1273,1.187,-1.4194
"PA14_37550",0.5465,-3.974,-2.6392
"PA14_37560",0.0405,1.839,0.3873
"PA14_37570",-0.0195,-0.5719,1.1696
"PA14_37580",0.1857,-1.6883,-0.8636
"PA14_37590",0.1016,-2.0287,-1.2244
"PA14_37610",-10.0555,-31.5215,-44.7218
"PA14_37630",0.0187,-2.6172,-2.5634
"PA14_37640",0.1446,-0.8361,-1.1802
"PA14_37650",-2.6931,1.9205,-5.0645
"PA14_37660",-0.1191,-3.797,-6.6135
"PA14_37670",-0.0709,-1.9659,-2.6278
"PA14_37680",-0.0821,-5.1478,-8.1003
"PA14_37690",-0.3117,-10.3957,-20.8201
"PA14_37710",-0.0651,-9.8862,-23.801
"PA14_37730",0.1052,-5.5569,-8.2161
"PA14_37745",0.2711,-15.0209,-53.6845
"PA14_37760",0.0496,-6.5369,-21.4803
"PA14_37770",-1.4061,-70.1836,-209.8999
"PA14_37780",1.1677,-22.7496,-65.7195
"PA14_37790",-3.8894,-0.3885,-3.6199
"PA14_37810",-1.785,0.3451,-1.3487
"PA14_37820",-0.5112,1.2614,-3.0151
"PA14_37830",-0.1685,0.0721,-4.5363
"PA14_37840",0.2777,-2.9333,-6.427
"PA14_37850",1.1606,-6.8165,-11.6719
"PA14_37870",-0.463,-0.43,-0.9502
"PA14_37880",-0.3701,-5.0131,-5.7524
"PA14_37900",-4.4362,-23.1103,-16.1983
"PA14_37910",-0.5449,-1.0458,-0.202
"PA14_37915",0.0212,-2.585,-2.7698
"PA14_37940",0.1993,-0.1207,0.0527
"PA14_37950",-0.7404,15.2202,14.7402
"PA14_37965",0.0584,-0.2598,-0.2608
"PA14_37980",4e-04,0.7961,-0.8009
"PA14_37990",0.6545,-0.2594,-4.856
"PA14_38000",5.3016,-2.0579,-15.3396
"PA14_38010",0.2546,-3.92,-2.1402
"PA14_38020",-1.6026,-6.3285,-8.0768
"PA14_38040",-0.472,-22.5759,-33.9878
"PA14_38050",0.7327,0.0145,-3.5794
"PA14_38060",-0.0617,-1.075,-0.0502
"PA14_38080",0.7874,-6.848,5.2571
"PA14_38090",0.1797,-9.5112,-19.639
"PA14_38110",-0.0813,-1.101,-5.8524
"PA14_38130",-0.0739,-5.8502,-7.0942
"PA14_38140",-0.6481,1.43,-2.3236
"PA14_38160",0.1784,-0.832,0.0421
"PA14_38170",-0.8646,-2.3677,-0.7572
"PA14_38180",0.3031,-1.9634,-2.2601
"PA14_38190",0.0544,-0.7912,-2.1057
"PA14_38200",0.0735,-0.5015,-3.0986
"PA14_38210",-1.4187,3.4741,0.0234
"PA14_38220",-0.7426,2.0817,0.934
"PA14_38250",-0.014,0.0047,0.9453
"PA14_38260",0.0369,0.2493,-0.0634
"PA14_38270",-0.0138,-0.5285,0.3594
"PA14_38290",-0.1552,-0.8629,-2.402
"PA14_38300",0.5265,-3.3459,1.6624
"PA14_38310",-0.1863,1.2789,19.913
"PA14_38320",0.1102,-0.5963,2.5846
"PA14_38330",-14.3796,-51.7822,-95.2163
"PA14_38340",-0.2867,-2.6562,-5.8491
"PA14_38350",4.4954,4.6831,-9.1018
"PA14_38360",0.3862,1.5291,0.5856
"PA14_38370",0.442,1.0448,-5.2608
"PA14_38380",3.7799,1.1289,-3.5749
"PA14_38395",0.3993,34.2622,32.005
"PA14_38410",3.658,13.1934,7.7033
"PA14_38420",-0.058,-0.6852,-1.4712
"PA14_38430",-0.0208,-0.447,2.6657
"PA14_38440",-0.0189,0.2292,5.8855
"PA14_38460",-0.2824,-0.8877,0.4247
"PA14_38470",-2.8066,-8.8982,8.3557
"PA14_38480",-0.8627,-19.9122,9.0081
"PA14_38490",0.0353,-2.9404,-3.7283
"PA14_38500",1.266,-10.0935,-9.2858
"PA14_38510",-0.0729,-0.6689,-0.7454
"PA14_38530",-0.102,-1.677,-0.6816
"PA14_38550",-0.1297,-3.0099,-1.9524
"PA14_38560",0.4504,-4.6906,-3.1081
"PA14_38570",0.0836,-1.5701,-2.924
"PA14_38580",-0.0848,-4.2235,1.5245
"PA14_38590",0.1336,-1.788,-1.5438
"PA14_38610",-0.4825,-1.4738,-4.0875
"PA14_38630",-1.9643,-3.7877,-2.3189
"PA14_38640",0.2009,1.089,-3.239
"PA14_38660",-0.0187,-0.637,-3.6679
"PA14_38680",0.0193,-1.0837,-0.1577
"PA14_38690",-4.2122,-1.8732,4.3561
"PA14_38700",0.569,-0.2653,2.4734
"PA14_38710",-0.0799,-0.7979,-0.0554
"PA14_38720",1.0213,-11.4923,-6.7154
"PA14_38730",0.2873,2.782,10.5442
"PA14_38740",0.1122,-9.4651,-4.7884
"PA14_38750",-1.2174,-2.7271,-9.2407
"PA14_38770",0.0712,-3.5924,-3.8418
"PA14_38780",-1.032,-4.4492,-6.9726
"PA14_38790",-0.2886,-4.9626,-8.6983
"PA14_38800",-2.2276,-10.725,-24.1594
"PA14_38820",-1.1984,-3.1645,-3.1394
"PA14_38825",0.1432,-2.7536,-4.2428
"PA14_38840",-0.4897,-2.445,0.2536
"PA14_38850",-0.1265,0.3845,1.8879
"PA14_38860",-0.5572,-0.8515,-0.1812
"PA14_38880",-0.0304,-0.443,0.0116
"PA14_38900",1.1235,-3.365,-5.0361
"PA14_38910",0.2097,-0.7331,0.487
"PA14_38920",0.0835,-1.6837,-7.0495
"PA14_38930",-1.5044,-2.6484,0.937
"PA14_38950",0.684,-10.0993,2.0257
"PA14_38970",-0.1946,-2.1918,0.2266
"PA14_38990",-0.1486,0.176,0.8432
"PA14_39000",-0.3645,-0.8138,-2.5722
"PA14_39010",3.6672,-17.5243,-4.9224
"PA14_39020",-0.0542,-0.4118,-1.4087
"PA14_39050",-0.61,4.8239,7.2205
"PA14_39060",-0.2604,1.9084,3.9819
"PA14_39070",-6.4974,-17.957,14.1067
"PA14_39080",-0.689,2.7266,0.9538
"PA14_39090",1.3994,-77.1058,-43.2154
"PA14_39100",-0.1528,-0.3332,-1.5514
"PA14_39110",-0.0438,-4.2975,-9.0047
"PA14_39130",1.244,-1.8684,16.6292
"PA14_39140",-0.0432,-15.9557,-23.4222
"PA14_39150",0.5758,-4.7104,-6.8805
"PA14_39160",-1.1406,0.8068,3.1074
"PA14_39180",-3.4334,-11.8811,-39.1131
"PA14_39190",0.1192,0.3887,-2.675
"PA14_39200",4.8136,-41.7322,-74.6801
"PA14_39210",0.0392,-0.8265,0.0461
"PA14_39220",-9.5601,14.9109,43.2594
"PA14_39230",0.2287,-1.3619,1.2136
"PA14_39240",-0.1417,-0.1721,-0.2224
"PA14_39250",-0.493,1.5556,-5.1879
"PA14_39260",-0.1567,-0.2903,-1.3953
"PA14_39270",0.4045,-7.7062,-20.2905
"PA14_39280",-1.0481,-32.0047,-14.2235
"PA14_39300",-0.0842,-7.408,-5.8186
"PA14_39320",1.1908,-12.9043,-7.8102
"PA14_39330",0.4758,-14.6455,-10.3284
"PA14_39350",0.0665,-5.5807,-4.5803
"PA14_39360",-0.4241,-3.208,-9.9759
"PA14_39390",-0.0109,-6.6883,-12.3103
"PA14_39410",1.082,-5.0404,-8.5434
"PA14_39420",0.51,17.9253,25.6398
"PA14_39440",-0.0584,-5.042,-1.2686
"PA14_39460",0.0325,-3.9366,-2.6382
"PA14_39470",-3.3386,-37.3475,-36.0528
"PA14_39480",-0.2452,-6.4504,-3.8844
"PA14_39500",0.2885,-2.3462,-1.5047
"PA14_39520",0.6043,-4.9701,-16.8053
"PA14_39530",-0.0401,-0.6588,-2.0685
"PA14_39540",-1.6516,-8.015,-18.1536
"PA14_39560",0.1571,-3.9527,-9.3685
"PA14_39570",-0.1093,-1.9206,-1.1518
"PA14_39580",-0.8991,-16.0326,-18.4747
"PA14_39590",4.0627,-8.1554,-40.0473
"PA14_39610",0.2936,-2.8149,0.6597
"PA14_39620",0.4355,-1.4207,-2.0927
"PA14_39630",0.9043,-2.2135,-2.5944
"PA14_39640",0.5871,-1.783,-2.5842
"PA14_39650",4.7974,-13.9274,-15.8914
"PA14_39660",0.0176,-0.2606,-1.3822
"PA14_39670",9.8332,-17.823,-17.6867
"PA14_39690",0.3206,-2.8133,-4.5703
"PA14_39700",0.0341,-2.8783,-4.4908
"PA14_39710",-0.2815,-3.937,-5.5208
"PA14_39720",-0.1037,-0.3648,-0.4284
"PA14_39730",1.2881,0.0408,-2.4159
"PA14_39750",-0.0749,-1.7766,-3.8008
"PA14_39770",-0.1457,-5.9465,-9.6663
"PA14_39780",0.4071,-4.4807,-12.6475
"PA14_39790",-0.1821,1.7351,-2.3794
"PA14_39800",0.2234,-0.03,-0.6016
"PA14_39810",0.1252,0.6211,-0.3698
"PA14_39820",-0.4351,1.2564,1.4345
"PA14_39830",2.1444,-8.3909,-0.8661
"PA14_39850",-22.2226,41.4647,-30.3067
"PA14_39860",-0.5655,0.7442,0.0044
"PA14_39870",-0.7417,2.5578,-0.0215
"PA14_39880",-0.0075,-4.9507,-18.3489
"PA14_39890",-0.0318,-2.9219,-12.6414
"PA14_39910",0.0163,-3.8862,-14.0788
"PA14_39925",0.1803,-7.2437,-24.0739
"PA14_39945",-0.0561,-10.4232,-35.5635
"PA14_39960",0.2411,-11.8112,-35.2209
"PA14_39970",-0.2055,-39.8912,-128.0844
"PA14_39980",0.0991,-0.4923,2.1648
"PA14_39990",-0.2615,-0.729,5.3345
"PA14_40010",-2.8508,-0.2935,17.3335
"PA14_40020",0.7379,-2.2902,3.3394
"PA14_40030",1.7014,-5.5057,2.1568
"PA14_40040",0.3267,-2.6872,4.7129
"PA14_40050",1.1896,-6.2922,2.9474
"PA14_40060",-0.0512,-0.3614,2.2675
"PA14_40070",0.7523,-16.7249,1.4242
"PA14_40080",0.0149,1.4127,-5.1438
"PA14_40100",16.4828,-207.7147,-402.641
"PA14_40110",-0.16,-2.4942,-4.4235
"PA14_40120",0.1682,-18.2101,33.1573
"PA14_40130",0.7037,-3.6287,-11.9217
"PA14_40150",0.7845,-12.6325,-18.2097
"PA14_40160",-0.1312,0.8164,0.6571
"PA14_40170",24.3852,-70.0371,-271.5221
"PA14_40180",1.2105,-17.6475,-30.6787
"PA14_40200",0.3216,-5.7974,-11.5501
"PA14_40210",-0.0035,-0.5972,-1.1055
"PA14_40220",-0.8589,-2.7194,-5.8958
"PA14_40230",-0.4496,-28.7171,-54.5296
"PA14_40240",-0.4872,-28.2409,-56.3978
"PA14_40250",-0.0592,-10.729,-24.9652
"PA14_40260",-0.9152,-24.528,-70.343
"PA14_40270",-0.4732,-5.6096,-7.735
"PA14_40280",89.898,-439.9159,-500
"PA14_40290",1.305,-11.8892,-25.5007
"PA14_40300",0.9115,-9.8367,-21.9815
"PA14_40310",-1.3056,-7.1262,-15.0915
"PA14_40320",-0.6107,-13.1716,-10.3662
"PA14_40330",0.3832,-1.2552,5.1885
"PA14_40340",0.2789,0.0059,2.9681
"PA14_40350",0.2084,13.0483,0.8596
"PA14_40370",0.6489,32.6106,2.6817
"PA14_40380",-0.0976,-4.3293,-11.4762
"PA14_40390",0.3414,-4.8777,-3.7156
"PA14_40410",-3.068,-12.1078,-10.207
"PA14_40420",0.0858,-2.1936,-0.6187
"PA14_40430",0.5707,-101.1492,-195.4992
"PA14_40440",-0.0964,-8.1453,-13.6207
"PA14_40450",-1.4926,-2.5166,-12.0391
"PA14_40470",-0.8538,-9.1624,1.6372
"PA14_40490",-0.0101,0.0366,-5.0302
"PA14_40510",0.0076,1.3429,-0.9558
"PA14_40520",0.0399,-1.86,-1.6155
"PA14_40540",4.8653,3.5016,0.7126
"PA14_40550",-0.0511,5.6278,3.5953
"PA14_40560",-1.2755,-3.2702,-6.3901
"PA14_40570",0.6383,-1.8156,-12.8522
"PA14_40600",0.4705,3.6543,-2.8843
"PA14_40610",0.5046,-6.7593,-3.766
"PA14_40620",-0.3642,0.7623,1.4362
"PA14_40630",-0.0641,-0.5507,3.3219
"PA14_40640",-0.4003,-9.5882,26.9307
"PA14_40650",-0.1332,9.5122,4.3913
"PA14_40660",0.374,3.9773,2.6852
"PA14_40670",0.5141,-10.0626,-12.9362
"PA14_40690",-1.0445,-4.0164,-6.7643
"PA14_40700",0.0443,-4.3038,-16.0019
"PA14_40710",0.0011,-3.7399,-13.1928
"PA14_40730",-0.5635,-1.7999,-5.8082
"PA14_40740",-2.2622,1.7608,0.1438
"PA14_40750",0.0603,-11.07,-22.7011
"PA14_40770",0.5745,-6.5562,-9.7849
"PA14_40780",0.3317,-1.5426,-3.0212
"PA14_40790",-1.8755,17.4962,7.209
"PA14_40800",0.8235,1.178,21.9359
"PA14_40820",2.3286,-16.3589,9.1177
"PA14_40830",0.7985,-9.4456,-22.6801
"PA14_40840",-0.0691,-0.7533,-4.657
"PA14_40850",-0.3386,-0.474,-3.7259
"PA14_40860",0.0944,-1.979,0.1819
"PA14_40880",4.828,6.2405,-23.3589
"PA14_40890",0.3276,-0.7555,-3.6286
"PA14_40900",0.0073,-0.0287,-0.1191
"PA14_40910",1.0704,-8.5398,-21.0688
"PA14_40930",-0.6851,-1.3426,0.1123
"PA14_40940",0.266,0.3177,-3.5556
"PA14_40950",13.3968,-308.1292,-148.5072
"PA14_40960",-0.2686,-5.1565,-5.1439
"PA14_40980",10.4263,-150.6654,-328.8096
"PA14_41000",-0.0022,-10.0086,0.7357
"PA14_41010",-0.9715,-5.8142,-9.0619
"PA14_41020",4.9707,-17.3574,-19.2581
"PA14_41030",0.1574,-1.9664,-5.1282
"PA14_41050",-0.0876,-4.1876,2.4646
"PA14_41060",0.263,-7.2674,-0.4582
"PA14_41070",2.7404,-4.738,-3.4093
"PA14_41080",0.3833,-7.3283,-9.1326
"PA14_41090",0.1232,-4.018,-4.2985
"PA14_41110",42.8406,-355.8173,278.0664
"PA14_41130",1.533,-10.0826,5.6103
"PA14_41140",-0.8305,-13.5475,11.0394
"PA14_41150",0.1346,-4.6512,3.2107
"PA14_41160",3.4001,-24.5858,13.7725
"PA14_41170",-0.3466,-17.313,12.5921
"PA14_41190",1.1742,-11.0632,-24.7435
"PA14_41210",0.5301,-10.3701,-12.2254
"PA14_41220",0.0869,-3.9106,-6.8971
"PA14_41230",-0.066,-1.2167,-1.4257
"PA14_41240",-2.5353,-18.0755,10.8501
"PA14_41250",0.3166,-2.4662,11.5018
"PA14_41260",0.2719,-0.7878,0.4667
"PA14_41270",6.7152,-10.3439,20.8286
"PA14_41280",-0.5294,0.0803,-0.9057
"PA14_41290",1.9937,-5.4763,-4.6199
"PA14_41300",0.0426,0.8181,0.9888
"PA14_41350",-0.0481,-1.5197,46.7743
"PA14_41360",0.3041,-2.5693,2.7286
"PA14_41380",-0.4261,-1.6302,6.8826
"PA14_41390",-2.3509,1.4701,26.9557
"PA14_41400",-3.0356,-3.7267,55.4584
"PA14_41420",1.177,25.9267,49.5097
"PA14_41430",1.1483,-16.6057,19.7441
"PA14_41440",-2.0634,-4.0582,-4.6676
"PA14_41450",0.9839,-2.04,-2.2955
"PA14_41470",3.2566,-33.3847,21.9635
"PA14_41480",0.4429,-5.0478,-1.5127
"PA14_41490",4.5828,-1.1852,-14.5884
"PA14_41500",-0.2764,-7.6951,-20.4311
"PA14_41510",-0.4503,0.0561,-1.1603
"PA14_41520",-0.8643,-6.9363,-34.5171
"PA14_41530",-0.4866,-6.8582,-17.3235
"PA14_41540",-2.4384,-11.9739,-4.8317
"PA14_41560",-1.247,1.6541,-10.1773
"PA14_41563",-0.1438,0.376,-2.4857
"PA14_41570",-1.2032,-4.636,14.5896
"PA14_41575",1.2198,-5.2898,-3.7856
"PA14_41590",0.0735,-5.4265,1.4218
"PA14_41610",-0.0432,-1.6936,-0.3641
"PA14_41630",2.7575,-33.0333,-43.5337
"PA14_41640",0.5738,-11.786,6.2455
"PA14_41650",-0.406,-3.1726,7.2999
"PA14_41670",-0.0427,-3.803,9.9873
"PA14_41680",-1.068,-5.7357,18.437
"PA14_41690",3.1679,-7.7398,18.1556
"PA14_41710",0.0118,-0.2628,3.7182
"PA14_41730",0.2238,-3.5217,12.8218
"PA14_41740",0.2436,-4.0165,-9.0629
"PA14_41750",0.2828,-8.6302,-5.7356
"PA14_41760",-0.0815,-27.0931,-15.2062
"PA14_41780",0.2866,-20.8614,-11.9577
"PA14_41790",-3.0707,-65.0439,-51.3116
"PA14_41800",-0.0121,-7.1995,-6.3087
"PA14_41810",-0.0269,-2.832,-4.9701
"PA14_41820",68.3807,-253.7511,70.1415
"PA14_41830",-0.4914,-7.3476,-8.8197
"PA14_41840",-1.1778,0.6674,2.2991
"PA14_41860",0.0172,-3.2731,3.9882
"PA14_41870",-0.0927,-7.0601,-9.1803
"PA14_41880",0.4314,-5.9591,-13.0955
"PA14_41900",4.4075,-31.5097,-53.9742
"PA14_41910",-1.7562,-1.3021,-9.0758
"PA14_41920",-1.4139,-16.3018,2.0561
"PA14_41930",0.0974,-6.5775,-13.0568
"PA14_41950",2.863,-17.1827,-28.4033
"PA14_41960",1.3697,4.0147,3.5206
"PA14_41970",0.6427,-2.4332,-4.2075
"PA14_41980",0.0261,-3.4527,-10.5168
"PA14_41990",-1.3864,-3.7132,-12.9815
"PA14_42000",-1.3762,-1.6308,-4.4844
"PA14_42010",-0.5822,-3.4477,-2.1631
"PA14_42020",-1.8705,1.7882,-2.8015
"PA14_42030",0.2008,0.35,-3.5569
"PA14_42050",-0.7298,19.64,20.7564
"PA14_42060",-0.0386,0.3145,-0.0365
"PA14_42080",0.3798,-14.0417,-34.8819
"PA14_42090",0.0881,-1.5211,-2.94
"PA14_42100",-0.1963,0.6452,-4.6263
"PA14_42120",0.012,-2.3267,-3.6545
"PA14_42130",0.1568,-2.9099,-5.1667
"PA14_42140",-0.9637,-3.3802,-2.6389
"PA14_42150",-0.0529,-2.0902,-1.5691
"PA14_42160",-5.7463,-17.6532,-68.9143
"PA14_42180",-0.2072,-3.106,-5.033
"PA14_42200",-0.942,-12.335,-38.6245
"PA14_42220",-29.8881,68.3704,437.5451
"PA14_42230",-17.5157,-200.6314,-215.2341
"PA14_42250",0.2515,-0.5071,5.128
"PA14_42260",-0.7345,-2.3885,23.5596
"PA14_42270",0.1499,-2.6441,8.3665
"PA14_42280",2.6149,-15.6075,81.5552
"PA14_42290",0.0844,-1.9886,8.951
"PA14_42300",0.2578,-1.7345,11.5388
"PA14_42310",0.0412,-1.5539,5.1041
"PA14_42320",4.4196,-14.8069,77.5533
"PA14_42340",0.1662,-0.7113,5.1948
"PA14_42350",0.0151,-0.6699,5.0943
"PA14_42360",0.0258,-1.6552,12.7266
"PA14_42380",-0.2813,-3.8774,12.8538
"PA14_42390",-0.0701,-4.8731,13.951
"PA14_42400",-0.2205,-3.8731,10.0483
"PA14_42410",0.6817,-8.1166,21.761
"PA14_42430",0.9677,-15.9669,18.5607
"PA14_42440",-1.0675,-11.1069,71.1974
"PA14_42450",3.1922,-5.9129,33.1321
"PA14_42460",-0.1307,-1.7954,11.1105
"PA14_42470",11.9409,-65.4864,120.8953
"PA14_42480",0.1272,-2.1964,5.4046
"PA14_42490",-0.9279,-12.7923,37.7358
"PA14_42500",0.1877,-2.4719,8.2306
"PA14_42510",0.4472,-4.2095,9.1021
"PA14_42520",-2.3651,-11.6847,65.6377
"PA14_42530",0.0139,-1.182,8.164
"PA14_42540",-0.1521,-3.4521,30.986
"PA14_42550",0.2858,-5.5901,56.8071
"PA14_42570",0.5211,-5.7474,24.6482
"PA14_42580",-48.7645,-205.4699,500
"PA14_42600",-2.0764,-3.3549,63.5837
"PA14_42610",0.0111,-3.8138,12.0304
"PA14_42620",0.9826,-14.9849,35.3905
"PA14_42630",0.6606,-4.342,18.3695
"PA14_42640",-0.1313,-4.2348,21.1186
"PA14_42660",0.3516,-2.8111,7.1902
"PA14_42670",0.1726,-4.5181,-6.0865
"PA14_42680",0.7281,-31.6094,-83.0413
"PA14_42690",2.6809,-17.1666,-14.5222
"PA14_42700",-0.3009,-1.0955,-3.9547
"PA14_42710",-0.2435,-10.0936,0.6096
"PA14_42720",-0.838,-10.0227,7.0445
"PA14_42730",2.6506,-24.8421,15.4411
"PA14_42740",-0.3297,-18.962,7.3332
"PA14_42750",0.2365,-3.2916,8.3998
