"","MOCP_0066:carb:6400.00000uM:PA14:90min:A","MOCP_0066:imi:6.25000uM:PA14:90min:A","MOCP_0066:doxy:100.00000uM:PA14:90min:A","MOCP_0066:cip:0.78125uM:PA14:90min:A","MOCP_0066:col:12.50000uM:PA14:90min:A","MOCP_0066:fosfo:3200.00000uM:PA14:90min:A","MOCP_0066:water:0.50000%:PA14:90min:A","MOCP_0066:ami:6.25000uM:PA14:90min:A","MOCP_0066:clari:200.00000uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:PA14:90min:A","MOCP_0066:pf3299:1.56250uM:PA14:90min:A","MOCP_0066:mrl494:50.00000uM:PA14:90min:A","MOCP_0066:a22:800.00000uM:PA14:90min:A","MOCP_0066:cbr4830:62.50000uM:PA14:90min:A","MOCP_0066:chir090:3.12500uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:lpxC-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.78125uM:lpxC-hypo:90min:A","MOCP_0066:doxy:100.00000uM:lpxC-hypo:90min:A","MOCP_0066:water:0.50000%:murA-hypo:90min:A","MOCP_0066:fosfo:800.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.78125uM:murA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:murA-hypo:90min:A","MOCP_0066:dmso:0.50000%:bamA-hypo:90min:A","MOCP_0066:mrl494:50.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.78125uM:bamA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:bamA-hypo:90min:A","MOCP_0066:dmso:0.50000%:gyrA-hypo:90min:A","MOCP_0066:cip:0.78125uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:gyrA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:gyrA-hypo:90min:A","MOCP_0066:carb:1600.00000uM:PA14:90min:A","MOCP_0066:imi:1.56250uM:PA14:90min:A","MOCP_0066:doxy:25.00000uM:PA14:90min:A","MOCP_0066:cip:0.19500uM:PA14:90min:A","MOCP_0066:col:3.12500uM:PA14:90min:A","MOCP_0066:fosfo:800.00000uM:PA14:90min:A","MOCP_0066:ami:1.56250uM:PA14:90min:A","MOCP_0066:clari:50.00000uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:PA14:90min:A","MOCP_0066:mrl494:25.00000uM:PA14:90min:A","MOCP_0066:a22:200.00000uM:PA14:90min:A","MOCP_0066:cbr4830:15.62500uM:PA14:90min:A","MOCP_0066:chir090:0.78125uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.19500uM:lpxC-hypo:90min:A","MOCP_0066:doxy:25.00000uM:lpxC-hypo:90min:A","MOCP_0066:fosfo:200.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.19500uM:murA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:murA-hypo:90min:A","MOCP_0066:mrl494:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:bamA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:0.39100uM:gyrA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:gyrA-hypo:90min:A","MOCP_0066:fosmido:500.00000uM:PA14:90min:A","MOCP_0066:tobra:6.25000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.32000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.32000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:dmso:0.50000%:dfhr-hypo:90min:A","MOCP_0066:water:0.50000%:dxr_kd:90min:A","MOCP_0066:fosmido:500.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.78125uM:dxr_kd:90min:A","MOCP_0066:doxy:100.00000uM:dxr_kd:90min:A","MOCP_0066:dmso:0.50000%:lptD_kd:90min:A","MOCP_0066:pol7080:0.08000uM:lptD_kd:90min:A","MOCP_0066:cip:0.78125uM:lptD_kd:90min:A","MOCP_0066:doxy:100.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:12.50000uM:PA14:90min:A","MOCP_0066:fosmido:250.00000uM:PA14:90min:A","MOCP_0066:tobra:1.56250uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.08000uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.08000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:25.00000uM:dfhr-hypo:90min:A","MOCP_0066:fosmido:250.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.19500uM:dxr_kd:90min:A","MOCP_0066:doxy:25.00000uM:dxr_kd:90min:A","MOCP_0066:pol7080:0.02000uM:lptD_kd:90min:A","MOCP_0066:cip:0.19500uM:lptD_kd:90min:A","MOCP_0066:doxy:25.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:6.25000uM:PA14:90min:A"
"PA14_48410",0.5813,0.2757,-0.4931,-0.2804,0.0786,-0.4001,-0.0698,0.094,-0.5643,-0.61,-0.2196,-0.4221,8.3187,0.9064,-0.4387,-0.3621,-0.4168,-0.585,-0.9388,-0.2531,0.1352,-0.4316,-0.9318,-0.264,-1.0226,0.014,-0.8442,-0.3362,0.4333,0.334,-0.9461,0.6771,0.4309,-0.0624,-0.0453,-0.2697,0.1141,0.5926,-0.3916,-0.739,-1.0568,1.4626,-0.8885,-1.0157,-0.688,0.04,-0.6271,0.8164,-0.427,-0.0013,-0.1066,-1.0267,-0.6582,-0.393,0.0337,-0.9012,0.0194,-0.2966,-0.2814,-0.0806,-0.7361,-0.2624,-1.2051,-0.5655,0.1585,0.0324,-0.1001,0.1871,0.2274,0.1403,-0.1276,-0.9823,-0.4892,0.2209,0.1682,-0.5026,0.681,0.0292,0.4849,-1.2768,0.8285,0.3206,-0.0527,-0.2422,0.2007,-1.1578,-0.5193
"PA14_48420",-0.1301,-0.0063,0.6252,-0.1205,-0.0391,-0.793,0.0776,-0.1516,1.0116,-0.289,-0.0949,-0.0999,10,2.6024,0.3171,-0.2985,-0.0479,-0.0149,0.8194,-0.5776,-0.0092,-1.4069,-0.8905,-0.1582,0.3253,-0.2548,0.9306,0.0479,0.3969,-1.2027,1.5397,-0.3888,-0.0018,-0.5295,-0.1999,-0.1602,-0.3761,0.4812,0.2084,0.0548,0.4689,1.6755,-1.754,-0.2373,0.1198,0.7051,-1.2363,-0.7129,-0.3344,-0.8696,0.1615,-1.2357,-0.8758,-1.1309,1.4131,-1.1498,-0.341,0.8078,0.0529,-0.1644,-0.2014,-0.4582,0.1764,-0.7505,-0.311,0.4672,-0.0393,2.2423,0.297,0.5516,-1.0535,1.3593,0.6561,-0.1906,0.9077,-0.1166,0.3857,0.5933,0.258,-1.8044,-0.2674,0.6229,0.3956,-0.1014,0.1237,-0.8658,0.3093
"PA14_48440",0.1445,-0.5144,2.1224,0.9882,-1.6077,0.0337,-0.1419,1.1426,1.917,-0.6503,-0.0565,-0.1932,10,-0.2513,0.5353,0.213,-0.0433,0.6085,1.855,-0.4707,-0.3991,-1.0879,0.9608,-0.6722,-0.0455,0.5443,1.6563,-0.3028,-0.0281,-0.1544,2.9071,7e-04,-0.5649,0.9462,0.1028,-0.568,-0.2381,0.4593,0.5204,-0.3184,-0.7976,2.011,0.548,-0.3739,0.1856,-0.3598,0.331,-0.8862,0.0297,0.2146,-1.3538,0.2797,0.1401,-0.1724,0.5041,0.3632,-0.0223,0.9415,0.3592,-0.4688,0.5831,-1.0324,1.5597,0.1491,-0.7777,0.7295,-0.7389,3.2652,-0.163,-0.6084,0.266,2.2144,-1.0229,-0.705,-0.4351,0.4818,0.4317,-0.1769,-1.2034,0.3572,-0.7089,-0.5169,0.2359,-0.6516,-0.211,0.4524,-0.0188
"PA14_48450",-0.125,0.2588,0.9083,-0.8063,-0.1325,1.3552,0.1557,-0.5741,-0.0119,-6e-04,-0.7866,0.4922,1.9431,1.1594,0.5559,0.0977,0.6551,1.1182,-0.408,-0.3262,0.3651,0.8531,-0.208,-0.5012,-0.1273,-1.2906,0.498,0.3062,0.5688,-1.1404,-0.8291,0.3742,0.992,0.4486,-0.0163,0.1507,-0.15,-0.2848,1.0286,-0.9931,0.3424,-0.0433,-0.0242,0.2242,-0.5531,0.3587,0.0194,-0.5476,0.7888,-0.1127,0.3281,1.0046,0.1516,0.1082,0.1314,1.5027,-0.275,0.1919,-0.7613,0.6661,-0.6274,0.1145,-0.4565,0.3286,0.0607,-0.3036,-0.7357,0.4306,-0.0263,-0.7756,-0.3453,0.5785,1.3167,0.3263,-0.1508,0.0845,-0.0852,0.7893,0.1345,0.7401,0.4198,-0.1068,0.1097,-0.238,-0.1116,0.0072,0.5049
"PA14_48460",-0.2442,-0.5986,0.8228,-0.1928,0.5776,-0.3269,-0.0837,0.2532,0.3266,-0.6417,-1.0979,0.1637,0.5069,0.1664,0.0998,-0.4837,-0.645,-0.0394,0.7201,0.696,1.4556,0.5972,0.6522,0.0018,0.6151,-0.3513,1.5272,-0.253,-0.7684,-0.1744,0.9409,0.0359,0.2766,-0.2527,-0.4334,0.6024,-1.2178,0.5686,-0.0415,1.1322,1.6028,-0.6186,-0.5436,0.2863,-0.1156,-0.7606,0.2498,0.9219,0.2656,0.2614,-1.1984,-0.4364,-0.1437,0.141,0.2072,0.1074,-0.2768,0.2736,-0.0695,-0.0564,0.6455,0.6445,0.5954,-0.4058,-0.1734,0.029,-0.5736,0.6057,0.356,0.1023,0.9259,1.2439,-0.1439,0.4969,-0.6862,-0.2789,0.1001,-0.4263,0.126,-0.8188,0.612,-0.6226,0.4512,-0.857,-0.4393,1.2729,0.0374
"PA14_48470",-0.1321,-0.1567,0.697,0.012,-0.472,0.0934,-0.1724,0.1404,1.0092,0.2997,-1.3134,0.2516,0.8715,-0.2255,0.3971,-0.1865,-0.2128,-0.3003,1.2072,0.2062,-0.4111,1.3215,0.4,-0.3308,-1.0238,0.6227,0.7962,-0.4637,-0.0147,-0.0663,0.4513,-0.2283,-0.5826,0.8038,-0.4367,0.2454,-0.4355,0.1005,-0.2022,1.0163,0.1744,0.6765,-0.1759,-0.1659,-0.2563,0.3921,0.6992,1.5097,-0.0758,1.0717,-1.2109,0.4049,0.5664,-0.8983,-0.2526,0.0071,-0.5774,0.7761,-0.3425,-0.1305,0.4396,-0.8543,1.0833,-0.0054,-0.5311,-0.7907,-1.2405,1.1559,0.6873,-1.2187,-0.4903,0.4221,-0.2472,0.1854,-0.8191,-0.5207,-1.4614,-0.1234,-0.0905,1.1611,-0.6339,-0.4817,0.3811,-0.3154,0.6162,1.2822,0.8025
"PA14_48490",0.0846,0.3707,2.7067,-0.4064,0.7243,0.4056,-0.5749,-0.1337,0.4519,-0.5829,0.2978,-0.2777,1.3198,0.0835,0.1236,-0.2323,-0.4477,-0.8458,2.6797,0.619,0.2798,-0.118,1.1659,-0.7485,0.4006,-0.316,1.9287,-0.1459,-0.2231,0.7675,1.5111,-0.2112,-0.0676,0.9873,-0.2371,0.6378,-0.1434,-0.8793,-0.841,0.111,-1.2558,0.7167,1.3097,-0.4167,0.0917,0.1618,1.2117,0.0304,0.1373,-0.2233,-0.0503,0.2124,0.952,-0.3128,0.551,0.8716,-0.119,-0.2444,0.4716,0.0498,-0.3414,-0.4265,1.9069,-0.2847,-0.0591,0.5056,1.0218,2.747,-0.3908,1.042,1.0993,1.4748,0.7342,0.4934,-0.3494,-0.2686,0.5995,-0.4844,-0.1594,1.0476,-0.71,-0.7278,1.0921,-0.3948,-0.7993,1.4782,0.2562
"PA14_48500",0.6824,0.228,0.4978,-0.2162,-1.4688,-0.8929,-0.1391,2.6235,0.8016,-0.3803,1.3717,0.4946,3.8556,1.2279,0.778,-0.2458,1.3601,-0.3289,0.0074,-0.3014,0.1847,-0.6575,-1.0373,-0.6378,-0.3234,-1.1277,-0.1611,-0.2239,-0.3792,0.1907,1.7173,-0.0723,-0.005,0.2203,-0.438,-0.6344,-0.4247,0.6368,-0.1727,-0.1255,0.6572,-1.3389,-0.9051,0.1072,0.1733,-0.6291,-0.9435,-0.9394,-0.0733,0.8543,-1.0239,0.4396,-0.5152,-0.3375,0.2162,-0.3263,0.4963,3.6277,-2.0202,0.7786,-0.3893,0.6212,0.5539,-0.2614,0.067,-0.6532,-0.0984,1.2579,-0.7149,0.1062,-0.7828,1.9656,0.474,-0.5086,0.5888,0.1574,0.6152,-1.9399,0.1451,-0.3327,-0.7636,-0.6154,1.2069,0.0971,-0.416,-0.349,-0.8521
"PA14_48510",1.0761,-0.3986,-1.4138,-0.0534,-0.7724,0.2629,0.5097,0.9901,-0.5385,-0.0144,1.1424,-0.7181,-0.0134,-0.1895,0.6326,-0.1216,-0.0945,-0.0971,-1.3148,0.0178,-0.1346,-1.4396,-2.2663,0.2299,0.0103,-0.6517,-1.2298,-0.1116,1.3566,1.5594,-0.1235,0.5821,0.0481,0.2703,0.4147,-0.4189,1.0541,0.9989,-0.1765,0.1544,-1.23,-1.4197,-0.0843,-0.3434,0.5343,-0.1063,-0.9442,0.0478,-0.1841,0.7918,0.18,0.5622,-0.4096,0.2291,-0.0022,0.0336,-0.072,0.9877,-1.0116,0.425,-0.7714,0.5408,-0.5909,-0.3932,0.261,0.4108,0.9274,0.4726,-0.6854,0.6651,-0.6264,-0.4587,0.8368,-0.6688,0.1317,-0.3291,-0.1133,-1.5873,0.6315,-1.171,-0.5327,-0.0797,1.0348,-0.3059,-1.0148,-0.5583,0.4942
"PA14_48520",1.6978,1.3891,-1.2219,0.8589,0.2252,2.4285,0.5854,-0.8703,-1.5571,0.5514,0.3542,1.4278,-2.7595,-1.2006,0.1798,-0.2331,-0.4755,0.5435,-1.3879,0.3385,1.5217,-0.0662,-1.9687,0.0386,-0.1037,-0.8162,-1.7786,0.0227,-0.1024,-0.7399,-1.3102,0.1754,1.2153,-0.6721,0.2008,0.1017,1.1075,0.6327,-1.0632,0.335,-0.8752,-0.9087,-0.5085,-0.3756,-0.1653,-0.2886,-1.4787,0.6991,0.614,-0.6362,-0.7736,-1.2216,-0.4698,-1.1058,-0.7592,-0.195,0.8132,-0.4038,0.7229,0.3946,0.5715,-0.5863,-1.1776,0.3335,0.3497,0.6418,0.7921,-1.7971,0.6038,1.0294,-0.6644,-1.0215,0.1353,0.3212,-0.0482,-0.1763,0.1009,-0.3099,0.0449,-0.9322,0.0041,-0.4325,0.4624,0.426,-0.1684,-0.7668,-1.2683
"PA14_48530",-0.3832,-0.6296,0.0411,-1.1492,0.2966,0.1052,0.7122,-0.5607,-0.977,-0.053,-0.0519,1.6566,-0.0458,-0.6657,0.3212,-0.2776,0.2918,1.2834,0.3421,0.7264,0.8506,-0.8738,-0.4705,-0.1674,0.1865,-0.8919,1.028,0.2108,-0.4438,0.509,0.0117,-0.1392,-0.5647,0.3881,-0.6251,-0.7078,-0.2588,0.1579,-0.6265,-0.3772,2.2925,0.1677,0.6989,1.0872,-0.0915,-0.6513,-0.5793,1.6321,0.5395,0.665,0.7684,0.5837,-0.5308,-0.9707,0.8668,-0.5529,0.931,-0.7956,-1.3838,0.3377,-1.0229,-1.1422,0.5531,0.6559,0.7746,-0.145,-1.2425,0.5826,0.3407,-0.4628,0.4901,0.224,-0.3013,0.7317,-0.0066,-0.6386,-0.412,-0.2783,-0.743,-0.287,0.4037,-0.2383,-0.0736,0.0174,-0.6712,0.4014,0.7865
"PA14_48540",-0.3997,-0.4278,-0.4663,-0.1001,0.402,1.0818,0.155,0.4301,-0.5467,-0.1049,0.2069,1.9887,0.6783,-0.6067,0.0456,-0.8045,-0.3922,0.1324,-0.9536,0.8364,0.7239,0.6566,0.2041,0.5547,3.0552,0.1258,-0.8046,0.2907,0.0207,-0.3696,-0.292,0.0678,-0.438,-0.1211,-0.5942,-1.2027,-0.4584,0.1375,-0.1611,-0.8604,1.452,-0.1474,-1.2198,-0.1048,-0.0819,0.1466,-0.0615,1.1748,0.9156,0.5149,0.9712,-0.0137,-0.4399,0.5089,1.0018,-0.8148,-0.3098,-1.4261,0.2716,-0.3849,-0.9964,-0.7662,-0.7278,0.0808,-0.1833,-1.303,0.2931,-0.2778,-0.053,-0.0346,-0.2141,0.3667,-0.5723,0.6439,0.2818,-0.0281,0.273,-0.1227,-0.1454,0.3918,-0.6766,-0.6394,0.003,0.2258,-0.6745,-0.9966,-0.302
"PA14_48550",-0.5219,-0.2002,0.1478,0.0044,0.1955,0.6866,0.3423,-0.3129,0.1738,0.2148,0.1212,2.2444,0.0735,-0.8733,-0.0577,-0.3904,0.5215,0.771,-0.6285,0.2719,0.4516,0.5258,-0.2297,0.2832,1.6153,-0.2376,-0.3666,1.2469,0.1105,0.3938,0.0617,0.5624,-0.4977,0.4252,0.2219,-0.7527,0.3645,0.5574,-0.2967,-0.2149,1.569,-0.1875,0.7863,-1.0203,-0.5243,-0.8024,-0.7986,-0.1864,0.4947,-0.6233,0.0641,0.2374,0.1172,-0.4138,1.2707,-0.7253,0.3122,-1.0774,-0.6675,0.1529,-1.3031,0.7314,-0.6726,-0.6436,0.1262,-0.3435,-0.4126,-0.6344,1.167,-0.1004,0.0539,-0.0749,0.4025,0.1286,-0.4424,-0.662,0.6796,0.9496,-0.4582,0.5999,-0.406,-0.0871,-0.3615,0.9155,0.0647,-0.3558,0.101
"PA14_48560",-0.3161,0.3761,-0.4252,-0.231,0.4097,0.2286,0.0116,0.5173,0.7891,0.154,0.0031,2.5163,-0.0688,-0.2006,1.201,0.2385,0.8431,0.0779,1.0793,0.6192,0.4345,-0.6489,0.253,0.1002,1.3348,0.284,0.7279,0.5202,0.2716,0.0229,1.3711,0.274,0.0551,0.195,-0.4797,-0.6531,0.8423,0.8483,-0.7353,-0.288,1.8567,0.5835,-1.2633,-0.7536,-0.0398,0.0756,-0.4614,1.4477,-0.2934,-0.4559,0.4156,-1.1915,0.139,-0.3662,0.2938,1.475,-0.0223,-0.1508,-0.971,0.1638,-0.1418,0.3762,-1.2364,-0.528,0.3209,-1.3573,-0.7117,0.5876,0.2471,0.6686,0.6361,0.6408,1.5163,-0.1211,-0.3969,0.7825,0.0592,0.1724,-0.4623,-0.3124,-0.6163,-0.4491,0.2414,-0.614,0.0281,0.1427,0.2512
"PA14_48570",-0.1655,-0.203,-0.5871,-0.0699,0.4908,-0.4143,-0.1909,-0.6261,0.2632,0.0785,0.8538,4.8383,0.9739,-0.7136,1.2145,0.316,1.7043,0.4684,-0.9182,0.1052,0.9518,0.1549,-0.7869,-0.0407,3.0875,0.1422,-0.6476,1.3643,0.0968,0.8889,-0.2316,-0.7245,0.0047,-0.2638,-0.0496,-0.1682,-0.069,0.3555,-0.1954,-2.258,3.1878,0.5266,0.4328,0.2054,0.227,-0.0109,-0.9572,1.6936,-0.2827,-0.4307,0.4928,0.0059,-0.8116,-0.881,0.3741,-0.47,0.42,-0.297,-0.6225,0.6615,0.3293,1.4126,-1.2041,0.1088,-0.0162,-0.7847,-0.3026,-0.4633,-0.1014,0.2414,-0.3117,-0.8034,-0.0953,-0.5637,-0.3478,-0.0953,0.4385,-0.1877,-0.0449,0.1203,-0.066,0.0626,-0.6364,-0.0971,-0.7284,-0.7057,0.7729
"PA14_48590",-0.3102,-0.5012,-1.3775,0.1236,0.5608,-0.0719,0.0252,-0.3295,-0.4252,0.4785,1.2298,4.957,1.0328,0.0443,0.7077,0.3922,1.8819,0.4199,-0.9285,-0.0407,-0.2828,-0.5255,-0.488,-0.0668,2.4314,-0.8739,-1.3988,0.7987,-0.0621,1.0357,-0.8033,0.1621,0.2228,-0.6008,0.1414,-0.4522,1.0468,0.7996,0.4611,0.8722,2.2587,1.1524,0.0716,-0.0322,-0.0329,0.2142,-1.1402,0.3654,0.4403,-1.7021,2.1145,-0.0673,-1.4715,0.2725,0.0857,-1.2244,0.0538,-0.2233,-0.5359,0.5107,-0.7423,1.2467,-0.8917,0.0417,-0.4378,-0.3202,-0.5232,-0.646,0.0494,0.4504,-0.2062,-0.9801,-0.2566,-0.3754,0.57,0.2421,-0.0334,-0.6452,0.2937,-1.1012,-0.5819,-0.3135,-0.738,-0.1004,0.0504,-1.0431,1.1617
"PA14_48600",0.3564,0.2043,-0.4517,-0.1561,1.3015,1.5344,0.1428,0.2936,-0.5693,0.0488,1.2447,4.3045,0.4016,0.167,-0.0506,-0.7603,0.6442,0.2235,-2.0092,0.7871,0.8502,0.8314,-0.2536,-0.2488,1.5827,0.2529,-0.7474,-0.0778,0.0068,0.9271,-0.7119,0.2568,-0.2878,-0.6998,-0.0531,0.2855,0.0995,0.6233,-0.8172,-0.1225,1.8506,0.4584,0.3709,0.0547,0.2917,-0.5022,-1.3332,1.6968,0.6027,-1.1871,1.7979,0.0138,-1.3425,0.7589,0.729,-0.7921,-0.2645,-1.0365,0.1069,0.5114,-0.3713,0.8164,-0.4495,-0.1915,-0.2379,0.3516,-1.0108,-1.4992,-0.4047,0.5855,-0.152,-1.2653,0.0643,0.4528,-0.3106,-0.3103,0.1201,-0.3069,-0.1145,-1.0616,-0.2803,-0.2715,-1.486,-0.8078,-1.0992,-0.4847,1.0869
"PA14_48610",-0.095,-0.9194,-0.5304,0.3849,1.29,1.0089,-0.1106,-0.6129,0.4501,0.1964,0.969,2.3945,0.1522,0.0481,0.6541,-0.131,0.3166,-0.2573,-0.1279,0.9899,2.7714,1.089,-0.2519,-0.2896,2.54,-0.9435,-1.0276,-0.1628,-0.0465,0.3325,-0.8742,-3e-04,-0.0231,0.156,-0.332,0.5742,1.161,-0.8033,-0.8282,0.5335,1.6491,0.6035,0.1173,-0.3447,0.2394,0.9203,-0.7822,1.5594,-0.2518,0.0102,0.6138,-1.0779,-0.7728,1.0266,-0.1017,-0.9261,0.2872,-1.2724,-0.9739,-0.4855,-0.0417,0.4057,-0.0511,0.4556,-0.1086,0.2436,-0.3926,0.0763,-0.0807,-0.4996,-0.7661,-0.5712,0.7658,0.484,0.6733,-0.0717,0.4586,-0.2768,0.7099,-1.1386,-0.5923,-0.3913,-0.7832,0.0555,0.0905,0.4356,1.4502
"PA14_48620",0.1874,0.0805,0.0281,-0.4325,0.7641,0.1252,-0.0361,-0.4769,-0.1539,0.2786,-0.5345,2.4646,0.7879,-0.705,0.5958,0.5473,1.1878,-0.2565,-1.3097,0.8976,0.1299,1.5126,0.2065,-0.57,1.3684,-0.914,0.1874,-0.0346,-0.0266,0.3724,0.3301,-0.308,0.4614,-0.653,-0.2312,0.5842,0.9727,0.3127,0.382,0.4761,1.5657,0.9637,-0.4038,-0.4103,0.3072,-0.1127,0.292,1.1271,0.9119,0.2924,0.6448,0.0109,-0.1921,0.5772,0.333,-0.2799,-0.443,-0.948,-0.7969,-0.3127,-0.3563,-0.4757,-1.3097,0.4688,-0.4974,0.2818,0.0389,-0.0954,-0.5768,1.2339,-0.1463,-0.1963,-0.1441,0.1348,-0.0208,1.0864,-0.132,-0.646,1.246,-1.1152,-0.0975,0.1539,-0.7768,0.1866,0.2985,-0.5389,0.9984
"PA14_48630",-0.4207,-0.0313,-0.5684,0.0851,0.6417,0.2121,0.1015,0.0636,-0.2394,0.605,-0.6025,2.9339,-0.1664,-0.4806,0.5258,-0.0704,-0.0504,-0.919,0.1001,1.4185,0.4053,0.6457,-0.2175,-0.2016,1.0968,0.0155,-0.692,0.0122,-0.8634,0.7773,-0.2336,-0.1535,-0.6447,-0.6283,-0.7765,0.0062,0.4323,-0.5715,-0.4675,-0.3479,0.7414,0.4312,-0.2478,0.4026,-0.3545,-0.5001,-0.5728,1.2823,0.3672,-0.9127,0.9486,0.8919,-0.0696,0.7593,0.2562,-1.4076,-0.4938,-0.6202,0.9255,-0.3884,0.5021,0.7914,0.3676,-0.098,-0.6567,-0.1217,-0.4669,0.3069,-0.1656,1.0591,-0.0027,-0.6074,-0.143,0.4651,0.3574,-0.0838,1.3372,-0.1009,1.2538,-0.8318,0.1053,-0.1229,-1.8524,-0.3526,-0.2365,0.3298,0.4364
"PA14_48640",-0.5422,-0.2703,-0.1293,0.0054,1.0615,-0.8215,0.277,-0.1983,-0.6259,0.1116,-1.6518,1.8085,1.1525,0.4359,0.0767,0.3225,-0.4037,-0.6787,-0.5078,0.2609,0.9579,0.1472,-1.1052,-0.0163,1.0134,-0.1616,-0.2628,0.4832,-0.5013,0.5266,-0.1964,0.4894,0.0087,-0.5496,-0.1716,0.1498,0.5369,-0.0825,0.3384,0.767,1.8977,0.3585,-0.752,0.6144,-0.0529,-0.4453,-0.2972,0.2069,0.3161,-1.2217,0.667,0.1401,-0.3753,0.0649,-0.3636,-0.8681,-0.2648,-0.0597,0.4131,0.8274,0.619,-0.1522,-0.2246,-0.448,0.0843,-0.6542,-0.476,-0.1958,0.0621,0.1294,-0.6536,0.2907,0.3034,-0.3778,0.0558,0.2268,0.9698,-0.2139,0.0337,-0.8093,0.9384,-0.1299,-0.3072,0.1781,-0.4431,-0.5865,1.6831
"PA14_48650",0.0213,0.5203,1.47,0.0962,6.9129,-0.5456,-0.4354,2.2831,-0.348,-0.4025,-0.3412,1.0359,9.5424,5.9507,-0.6704,-0.5083,-0.3407,-0.4524,0.9231,-0.7574,-0.0909,-0.2538,0.3433,0.2736,0.5952,-0.3096,0.6817,-0.1258,0.1922,0.5469,0.8768,-1.0998,-0.5165,-0.8688,-1.0565,2.9127,-1.0206,-0.4208,-0.3004,-1.0154,1.1862,0.239,-0.7757,-0.1746,-0.148,0.0757,0.2256,-0.8986,-0.2531,-0.551,-0.2107,0.3761,-0.0405,-0.973,0.9766,-1.0975,0.3996,3.9033,-0.3624,0.1023,-0.3277,2.1087,1.2188,-0.5043,-0.3493,0.6224,0.1017,0.2527,0.1022,0.7308,0.224,1.2684,1.7418,-0.7409,-1.0334,-0.2916,-0.2222,-0.8354,-0.5543,-0.3009,-0.5725,0.6238,-0.41,0.2705,0.3062,-1.2512,-0.4346
"PA14_48660",-0.678,0.3212,1.5623,0.4191,2.1257,-0.2057,-0.3257,1.2833,0.4199,-0.5754,-0.0342,0.7867,2.8183,2.0412,-0.0577,-0.3466,-0.4969,-0.3863,2.0779,-0.7539,0.2218,-0.8561,0.4358,0.2099,0.7912,-0.2709,1.8053,-0.0657,0.3309,0.1355,1.0059,-0.1012,-0.3136,0.2347,-0.7645,1.2477,-0.4303,0.3653,-0.3988,0.0869,0.2762,0.2829,0.2309,-0.546,0.4041,-0.4395,0.0462,-0.6339,-0.3065,-0.6259,3.1746,-0.6795,0.8217,-0.3273,0.1601,0.3073,0.1469,2.0705,0.1372,0.3074,0.1968,1.0276,0.1929,-0.073,-0.2878,0.2655,0.3186,-0.0652,0.292,0.4636,-1.4772,0.4358,-1.7909,0.2797,-0.4712,0.3129,-0.4669,0.1309,-0.3872,0.1555,0.3556,0.3461,-0.8917,-0.0266,-0.3519,0.1275,0.206
